id,ingredient_name,meal_id,measure
2587,Garlic,236,2 cloves
2588,Bread,236,1 Slice
2589,Garlic Powder,236,1
2590,Soy Sauce,236,2
2591,Ground Beef,236,1
2592,Vegetable Oil,236,1 tsp 
2593,Sugar,236,2 tsp
2594,Butter,236,2 tbsp
2595,Potatoes,237,2
2596,Apples,237,1
2597,Garlic,237,2 cloves
2598,Lemon,237,1
2599,Pork,237,2
2600,Zucchini,237,1
2601,Chicken Stock,237,1
2602,Vegetable Oil,237,1 tbsp
2603,Sugar,237,1 1/2 tsp 
2604,Butter,237,2 tbsp
2605,Flour,238,350g
2606,Salt,238,1 tsp 
2607,Sugar,238,2 tbs
2608,Butter,238,1 cup 
2609,Water,238,1/2 cup 
2610,Rhubarb,238,450g
2611,Strawberries,238,450g
2612,Cornstarch,238,3 tbs
2613,Sugar,238,150g
2614,Cinnamon,238,1/4 tsp
2615,Lemon Juice,238,1 tsp 
2616,Unsalted Butter,238,2 tbs
2617,Milk,238,2 tbs
2618,Sugar,238,Spinkling
2619,Tomatoes,239,4 large
2620,Sugar,239,Pinch
2621,Olive Oil,239,4 tbs
2622,Onion,239,1 chopped
2623,Garlic Clove,239,2 finely chopped
2624,Lamb,239,200g
2625,Cinnamon,239,1 tbs
2626,Tomato Puree,239,2 tbs chopped
2627,Rice,239,50g
2628,Chicken Stock,239,100ml
2629,Dill,239,4 tbs
2630,Chopped Parsley,239,2 tbs
2631,Mint,239,1 tbs
2632,Herring,240,8
2633,Onion,240,1 sliced
2634,Olive Oil,240,1/2 cup 
2635,Allspice,240,1 tsp 
2636,Pepper,240,1 tsp 
2637,Bay Leaf,240,1
2638,Chicken Thighs,241,1 kg
2639,Coriander,241,1 tbs
2640,Cumin,241,1 tbs
2641,Cardamom,241,1 tbs
2642,Cayenne Pepper,241,1 tsp 
2643,Paprika,241,2 tsp
2644,Lemon Juice,241,2 tbs
2645,Olive Oil,241,3 tbs
2646,Greek Yogurt,241,1 cup 
2647,Garlic Clove,241,1
2648,Cumin,241,1 tsp 
2649,Lemon Juice,241,Splash
2650,Lettuce,241,Sliced
2651,Tomato,241,Sliced
2652,Pita Bread,241,6
2653,Spring Onions,242,1  bunch
2654,Olive Oil,242,Dash
2655,Red Chilli,242,1 finely sliced
2656,Garlic,242,1 clove
2657,Prawns,242,350g
2658,Feta,242,75g
2659,Butter,242,15g
2660,Plain Flour,242,250g
2661,Egg,242,1 Seperated
2662,White Wine Vinegar,242,1/2 tsp
2663,Rice,243,400g
2664,Coconut Milk,243,150ml
2665,Water,243,100ml
2666,Salt,243,1 tsp 
2667,Corn Flour,243,5 tbs
2668,Flour,243,3 tbs
2669,Eggs,243,3
2670,Coconut Cream,243,200ml
2671,Sugar,243,140g
2672,Sushi Rice,244,300ml 
2673,Rice wine,244,100ml
2674,Caster Sugar,244,2 tbs
2675,Mayonnaise,244,3 tbs
2676,Rice wine,244,1 tbs
2677,Soy Sauce,244,1 tbs
2678,Cucumber,244,1
2679,plain flour,245,175g/6oz
2680,chilled butter,245,75g/2½oz
2681,cold water,245,2-3 tbsp
2682,raspberry jam,245,1 tbsp
2683,butter,245,125g/4½oz
2684,caster sugar,245,125g/4½oz
2685,ground almonds,245,125g/4½oz
2686,"free-range egg, beaten",245,1
2687,almond extract,245,½ tsp
2688,flaked almonds,245,50g/1¾oz
2689,butter,246,25g/1oz
2690,bread,246,8 thin slices
2691,sultanas,246,50g/2oz
2692,cinnamon,246,2 tsp
2693,milk,246,350ml/12fl
2694,double cream,246,50ml/2fl oz
2695,eggs,246,2 free-range
2696,sugar,246,25g/1oz
2697,nutmeg,246,"grated, to taste"
2698,mushrooms,247,400g
2699,English Mustard,247,1-2tbsp
2700,Olive Oil,247,Dash
2701,Beef Fillet,247,750g piece
2702,Parma ham,247,6-8 slices
2703,Puff Pastry,247,500g
2704,Flour,247,Dusting
2705,Egg Yolks,247,2 Beaten 
2706,Aubergine,248,1 large
2707,Onion,248,½ cup 
2708,Tomatoes,248,1 cup
2709,Garlic,248,6 cloves
2710,Green Chili,248,1
2711,Red Chili Powder,248,¼ teaspoon
2712,Oil,248,1.5 tablespoon
2713,Coriander Leaves,248,1 tablespoon chopped
2714,salt,248,as required
2715,Beef Brisket,249,4-5 pound
2716,Salt,249,Dash
2717,Onion,249,3
2718,Garlic,249,5 cloves
2719,Thyme,249,1 Sprig
2720,Rosemary,249,1 sprig 
2721,Bay Leaves,249,4
2722,beef stock,249,2 cups
2723,Carrots,249,3 Large
2724,Mustard,249,1 Tbsp
2725,Potatoes,249,4 Mashed
2726,Beef,250,8 slices
2727,Broccoli,250,12 florets
2728,Potatoes,250,1 Packet
2729,Carrots,250,1 Packet
2730,plain flour,250,140g
2731,Eggs,250,4
2732,milk,250,200ml
2733,sunflower oil,250,drizzle (for cooking)
2734,Beef,251,1kg
2735,Onions,251,3
2736,Garlic,251,4 cloves
2737,Olive oil,251,Dash
2738,Chorizo,251,300g
2739,Cumin,251,2 tsp
2740,All spice,251,2 tsp
2741,Cloves,251,1 tsp
2742,Cinnamon stick,251,1 large
2743,Bay Leaves,251,3
2744,Oregano,251,2 tsp dried
2745,Ancho Chillies,251,2 ancho
2746,Balsamic Vinegar,251,3 tbsp
2747,Plum Tomatoes,251,2 x 400g
2748,Tomato Ketchup,251,2 tbsp
2749,Dark Brown Sugar,251,2 tbsp
2750,Borlotti Beans,251,2 x 400g tins
2751,Olive Oil,252,1 tbls
2752,Onions,252,1
2753,Garlic,252,1 clove
2754,Butter,252,1 tbsp
2755,Mushrooms,252,250g
2756,Beef Fillet,252,500g
2757,Plain Flour,252,1tbsp
2758,Creme Fraiche,252,150g
2759,English Mustard,252,1 tbsp
2760,Beef Stock,252,100ml
2761,Parsley,252,Topping
2762,Rapeseed Oil,253,2 tblsp 
2763,Onion,253,1 finely chopped 
2764,Celery,253,1
2765,Leek,253,1 sliced
2766,Potatoes,253,1 medium
2767,Butter,253,1 knob
2768,Vegetable Stock,253,1 litre hot
2769,Broccoli,253,1 Head chopped
2770,Stilton Cheese,253,140g
2771,Sausages,254,8 large
2772,Tomato Sauce,254,1 Jar
2773,Butter Beans,254,1200g
2774,Black Treacle,254,1 tbls
2775,English Mustard,254,1 tsp 
2776,Banana,255,1 large
2777,Eggs,255,2 medium
2778,Baking Powder,255,pinch
2779,Vanilla Extract,255,spinkling
2780,Oil,255,1 tsp 
2781,Pecan Nuts,255,25g
2782,Raspberries,255,125g
2783,Olive Oil,256,2 tbs
2784,Butter,256,25g
2785,Beef,256,750g
2786,Plain Flour,256,2 tblsp 
2787,Garlic,256,2 cloves minced
2788,Onions,256,175g
2789,Celery,256,150g
2790,Carrots,256,150g
2791,Leek,256,2 chopped
2792,Swede,256,200g
2793,Red Wine,256,150ml
2794,Beef Stock,256,500g
2795,Bay Leaf,256,2
2796,Thyme,256,3 tbs
2797,Parsley,256,3 tblsp chopped
2798,Plain Flour,256,125g
2799,Baking Powder,256,1 tsp 
2800,Suet,256,60g
2801,Water,256,Splash
2802,Beef,257,1kg
2803,Plain Flour,257,2 tbs
2804,Rapeseed Oil,257,2 tbs
2805,Red Wine,257,200ml
2806,Beef Stock,257,400ml
2807,Onion,257,1 finely sliced
2808,Carrots,257,2 chopped
2809,Thyme,257,3 sprigs
2810,Mustard,257,2 tbs
2811,Egg Yolks,257,2 free-range
2812,Puff Pastry,257,400g
2813,Green Beans,257,300g
2814,Butter,257,25g
2815,Salt,257,pinch
2816,Pepper,257,pinch
2817,Beef,258,900g
2818,Olive Oil,258,3 tbs
2819,Shallots,258,3
2820,Garlic,258,2 cloves minced
2821,Bacon,258,125g
2822,Thyme,258,1 tbs chopped
2823,Bay Leaf,258,2
2824,Stout,258,330ml
2825,Beef Stock,258,400ml
2826,Corn Flour,258,2 tbs
2827,Oysters,258,8
2828,Plain Flour,258,400g
2829,Salt,258,pinch
2830,Butter,258,250g
2831,Eggs,258,To Glaze
2832,Hazlenuts,259,50g
2833,Butter,259,125g
2834,Caster Sugar,259,150g
2835,Lemon,259,Grated
2836,Plain Flour,259,150g
2837,Baking Powder,259,½ tsp
2838,Blackberrys,259,600g
2839,Sugar,259,75g
2840,Caster Sugar,259,2 tbs
2841,Lemon Juice,259,1 tbs
2842,Double Cream,259,300ml 
2843,Yogurt,259,100ml
2844,Mint,259,Garnish with
2845,Butter,260,175g
2846,Caster Sugar,260,175g
2847,Self-raising Flour,260,140g
2848,Almonds,260,50g
2849,Baking Powder,260,½ tsp
2850,Eggs,260,3 Medium
2851,Vanilla Extract,260,½ tsp
2852,Almond Extract,260,¼ teaspoon
2853,Butter,260,175g
2854,Caster Sugar,260,175g
2855,Self-raising Flour,260,140g
2856,Almonds,260,50g
2857,Baking Powder,260,½ tsp
2858,Eggs,260,3 Medium
2859,Vanilla Extract,260,½ tsp
2860,Almond Extract,260,¼ teaspoon
2861,Pink Food Colouring,260,½ tsp
2862,Apricot,260,200g
2863,Marzipan,260,1kg
2864,Icing Sugar,260,Dusting
2865,Goose Fat,261,3 tsp
2866,Beef Shin,261,600g
2867,Bacon,261,100g 
2868,Challots,261,350g
2869,Chestnut Mushroom,261,250g
2870,Garlic Clove,261,2 sliced
2871,Bouquet Garni,261,1
2872,Tomato Puree,261,1 tbs
2873,Red Wine,261,750 ml 
2874,Celeriac,261,600g
2875,Olive Oil,261,2 tbs
2876,Thyme,261,sprigs of fresh
2877,Rosemary,261,sprigs of fresh
2878,Bay Leaf,261,2
2879,Cardamom,261,4
2880,Plain Flour,262,375g
2881,Caster Sugar,262,50g
2882,Yeast,262,7g
2883,Milk,262,75g
2884,Eggs,262,3 Large
2885,Eggs,262,To Glaze
2886,Butter,262,180g
2887,Brie,262,250g
2888,Prosciutto,262,8 slices
2889,Onions,263,2 finely chopped
2890,Thyme,263,sprigs of fresh
2891,Olive Oil,263,2 tbs
2892,Potatoes,263,1.5kg
2893,Vegetable Stock,263,425g
2894,Water,264,1/2 cup 
2895,Yeast,264,2 parts 
2896,Sugar,264,1/2 cup 
2897,Milk,264,1/2 cup 
2898,Butter,264,6 tblsp
2899,Eggs,264,2
2900,Salt,264,1 ½ tsp
2901,Flour,264,2-1/2 cups
2902,Oil,264,for frying
2903,Lemon,264,garnish
2904,Sugar,264,garnish
2905,Cinnamon,264,garnish
2906,Chicken,265,1 whole
2907,Tomato,265,1 chopped
2908,Onions,265,2 chopped
2909,Garlic Clove,265,2 chopped
2910,Red Pepper,265,1 chopped
2911,Carrots,265,1 chopped
2912,Lime,265,1
2913,Thyme,265,2 tsp
2914,Allspice,265,1 tsp 
2915,Soy Sauce,265,2 tbs
2916,Cornstarch,265,2 tsp
2917,Coconut Milk,265,2 cups 
2918,Vegetable Oil,265,1 tbs
2919,Beef,266,1/2 lb
2920,Salt,266,pinch
2921,Pepper,266,pinch
2922,Sesame Seed Oil,266,2 tsp
2923,Egg,266,1/2 
2924,Starch,266,3 tbs
2925,Oil,266,5 tbs
2926,Noodles,266,1/4 lb
2927,Onion,266,1/2 cup 
2928,Minced Garlic,266,1 tsp 
2929,Ginger,266,1 tsp 
2930,Bean Sprouts,266,1 cup 
2931,Mushrooms,266,1 cup 
2932,Water,266,1 cup 
2933,Oyster Sauce,266,1 tbs
2934,Sugar,266,1 tsp 
2935,Soy Sauce,266,1 tsp 
2936,Fennel,267,2 medium
2937,Parsley,267,2 tbs chopped
2938,Lemon,267,Juice of 1
2939,Cherry Tomatoes,267,175g
2940,Olive Oil,267,1 tbs
2941,Salmon,267,350g
2942,Black Olives,267,to serve
2943,Ricotta,268,500g
2944,Eggs,268,4 large
2945,Flour,268,3 tbs
2946,Sugar,268,250g
2947,Cinnamon,268,1 tsp 
2948,Lemons,268,Grated Zest of 2
2949,Dark Rum,268,5 tbs
2950,Icing Sugar,268,sprinking
2951,Potatoes,269,3 Medium
2952,Olive Oil,269,1 tbs
2953,Bacon,269,2 strips
2954,Garlic Clove,269,Minced
2955,Maple Syrup,269,1 tbs
2956,Parsley,269,Garnish
2957,Salt,269,Pinch
2958,Pepper,269,Pinch
2959,Allspice,269,To taste
2960,Butter,270,100g 
2961,Flour,270,150g
2962,Beef Stock,270,700ml
2963,Onion,270,30g
2964,Parsley,270,1 tbs
2965,Beef,270,400g
2966,Salt,270,Pinch
2967,Pepper,270,Pinch
2968,Nutmeg,270,Pinch
2969,Flour,270,50g
2970,Eggs,270,2 Beaten 
2971,Breadcrumbs,270,50g
2972,Potatoes,271,2
2973,Red Onions,271,1
2974,Garlic,271,2 cloves
2975,Lime,271,1
2976,Bread,271,2
2977,Pork,271,1 lb
2978,Barbeque Sauce,271, 
2979,Hotsauce,271, 
2980,Tomato Ketchup,271, 
2981,Sugar,271, 
2982,Vegetable Oil,271, 
2983,Salt,271, 
2984,Pepper,271, 
2985,Rice,272,White
2986,Onion,272,1
2987,Lime,272,1
2988,Garlic Clove,272,3
2989,Cucumber,272,1
2990,Carrots,272,3 oz 
2991,Ground Beef,272,1 lb
2992,Soy Sauce,272,2 oz 
2993,Minced Beef,273,400g
2994,Olive Oil,273,2 tbs
2995,Sesame Seed Burger Buns,273,2
2996,Onion,273,Chopped
2997,Iceberg Lettuce,273,1/4 
2998,Cheese,273,2 sliced
2999,Dill Pickles,273,2 large
3000,Mayonnaise,273,1 cup 
3001,White Wine Vinegar,273,2 tsp
3002,Pepper,273,Pinch
3003,Mustard,273,2 tsp
3004,Onion Salt,273,1 1/2 tsp 
3005,Garlic Powder,273,1 1/2 tsp 
3006,Paprika,273,1/2 tsp
3007,Bacon,274,2 sliced
3008,Kielbasa,274,1 lb
3009,Pork,274,1 lb
3010,Flour,274,1/4 cup
3011,Garlic,274,3 chopped
3012,Onion,274,1 Diced
3013,Mushrooms,274,1 1/2 cup 
3014,Cabbage,274,4 cups 
3015,Sauerkraut,274,1 Jar
3016,Red Wine,274,1/4 cup
3017,Bay Leaf,274,1
3018,Basil,274,1 tsp 
3019,Marjoram,274,1 tsp 
3020,Paprika,274,1 tbs
3021,Caraway Seed,274,1/8 teaspoon
3022,Hotsauce,274,1 dash
3023,Beef Stock,274,5 Cups
3024,Tomato Puree,274,2 tbs
3025,Diced Tomatoes,274,1 cup 
3026,Worcestershire Sauce,274,1 dash
3027,Potatoes,275,4 large
3028,Spring Onions,275,1  bunch
3029,Plain Flour,275,100g 
3030,Egg White,275,1
3031,Milk,275,150ml
3032,Bicarbonate Of Soda,275,1 tsp 
3033,Butter,275,3 tbs
3034,Vegetable Oil,275,2 tbs
3035,Cherry Tomatoes,275,6
3036,Bacon,275,12
3037,Egg,275,6
3038,Beef,276,1lb
3039,Vegetable Oil,276,5 tbs
3040,Cinnamon Stick,276,1
3041,Cloves,276,3
3042,Star Anise,276,3
3043,Cardamom,276,3
3044,Coconut Cream,276,1 cup 
3045,Water,276,1 cup 
3046,Tamarind Paste,276,2 tbs
3047,Lime,276,6
3048,Sugar,276,1 tbs
3049,Challots,276,5
3050,Filo Pastry,277,1 Packet
3051,Minced Beef,277,150g
3052,Onion,277,150g
3053,Oil,277,40g
3054,Salt,277,Dash
3055,Pepper,277,Dash
3056,Salmon,278,1 lb
3057,Olive oil,278,1 tablespoon
3058,Soy Sauce,278,2 tablespoons
3059,Sake,278,2 tablespoons
3060,Sesame Seed,278,4 tablespoons
3061,Chocolate Chips,279,2 cups
3062,Heavy Cream,279,2 tbs
3063,Condensed Milk,279,1 – 14-ounce can
3064,Vanilla Extract,279,1 tsp
3065,White Chocolate Chips,279,1-⅓ cups
3066,Miniature Marshmallows,279,1-½ cups
3067,Mushrooms,280,1/3 cup
3068,Wood Ear Mushrooms,280,1/3 cup
3069,Tofu,280,2/3 Cup
3070,Pork,280,1/2 cup 
3071,Chicken Stock,280,2-1/2 cups
3072,Salt,280,1/2 tsp
3073,Sugar,280,1/4 tsp
3074,Sesame Seed Oil,280,1 tsp 
3075,Pepper,280,1/4 tsp
3076,Hotsauce,280,1/2 tsp
3077,Vinegar,280,1-½ cups
3078,Soy Sauce,280,1 tsp 
3079,Cornstarch,280,1 tbs
3080,Water,280,2 tbs
3081,Spring Onions,280,1/4 cup
3082,Self-raising Flour,281,750g
3083,Sugar,281,6 tablespoons
3084,Eggs,281,2
3085,Milk,281,1 cup 
3086,Potatoes,282,5
3087,Broccoli,282,1
3088,Garlic,282,2 cloves
3089,Chicken Breast,282,2
3090,Balsamic Vinegar,282, 
3091,Honey,282, 
3092,Chicken Stock,282, 
3093,Butter,282,1 tbsp
3094,Vegetable Oil,282,1 tbsp
3095,Olive Oil,282,1 tbsp
3096,Digestive Biscuits,283,100g 
3097,Almonds,283,85g
3098,Butter,283,85g
3099,Greek Yogurt,283,250ml
3100,Mascarpone,283,750g
3101,Eggs,283,2
3102,Lemon,283,Zest of 1
3103,Orange,283,Zest of 1
3104,Honey,283,250ml
3105,Fruit Mix,283,To serve
3106,Floury Potatoes,284,800g
3107,Butter,284,50g
3108,Garlic Clove,284,3 chopped
3109,Cabbage,284,1 chopped
3110,Spring Onions,284,8
3111,Double Cream,284,100ml
3112,Mustard,284,2 tbs
3113,Ham,284,180g
3114,Eggs,284,4
